"1 _ 1",,,"2A",,,"1 _ 3",,,"4A",,
"Time","Force","Uzama","Time","Force","Uzama","Time","Force","Uzama","Time","Force","Uzama"
"sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm"
,,,"37.65","2.883275","1.2549","37.65","2.633731","1.2549",,,
,,,"37.66","2.886454","1.255267","37.66","2.651215","1.255233",,,
,,,"37.67","2.89917","1.2556","37.67","2.667109","1.255567",,,
,,,"37.68","2.915065","1.255933","37.68","2.667109","1.2559",,,
,,,"37.69","2.921422","1.256267","37.69","2.651215","1.2562",,,
,,,"37.7","2.919833","1.2566","37.7","2.638499","1.256567",,,
,,,"37.71","2.907117","1.256933","37.71","2.644857","1.256933",,,
,,,"37.72","2.888044","1.257267","37.72","2.641678","1.257267",,,
,,,"37.73","2.875328","1.257567","37.73","2.624194","1.2576",,,
,,,"37.74","2.875328","1.2579","37.74","2.608299","1.257933",,,
,,,"37.75","2.881686","1.258233","37.75","2.608299","1.258267",,,
,,,"37.76","2.875328","1.258567","37.76","2.608299","1.2586",,,
,,,"37.77","2.867381","1.2589","37.77","2.603531","1.258933",,,
,,,"37.78","2.861023","1.259267","37.78","2.60512","1.259233",,,
,,,"37.79","2.854665","1.2596","37.79","2.621015","1.259567",,,
,,,"37.8","2.854665","1.2599","37.8","2.632141","1.2599",,,
,,,"37.81","2.865791","1.260233","37.81","2.625783","1.260233",,,
,,,"37.82","2.881686","1.260533","37.82","2.624194","1.260567",,,
,,,"37.83","2.888044","1.2609","37.83","2.628962","1.2609",,,
,,,"37.84","2.886454","1.261233","37.84","2.636909","1.261233",,,
,,,"37.85","2.87056","1.2616","37.85","2.636909","1.2616",,,
,,,"37.86","2.861023","1.2619","37.86","2.633731","1.261933",,,
,,,"37.87","2.857844","1.262233","37.87","2.633731","1.262267",,,
,,,"37.88","2.87056","1.262567","37.88","2.638499","1.2626",,,
,,,"37.89","2.883275","1.2629","37.89","2.633731","1.262933",,,
,,,"37.9","2.883275","1.2632","37.9","2.616246","1.263267",,,
,,,"37.91","2.867381","1.263567","37.91","2.60512","1.2636",,,
,,,"37.92","2.841949","1.2639","37.92","2.608299","1.263933",,,
,,,"37.93","2.816518","1.264233","37.93","2.60512","1.264267",,,
,,,"37.94","2.803802","1.264567","37.94","2.595584","1.264567",,,
,,,"37.95","2.806981","1.2649","37.95","2.595584","1.264867",,,
,,,"37.96","2.816518","1.265267","37.96","2.603531","1.2652",,,
,,,"37.97","2.824466","1.265567","37.97","2.600352","1.265533",,,
,,,"37.98","2.821286","1.265867","37.98","2.587636","1.2659",,,
,,,"37.99","2.806981","1.266233","37.99","2.582868","1.266233",,,
,,,"38","2.792676","1.266567","38","2.579689","1.266567",,,
,,,"38.01","2.791087","1.2669","38.01","2.574921","1.2669",,,
,,,"38.02","2.800624","1.267233","38.02","2.562205","1.267233",,,
,,,"38.03","2.81175","1.267533","38.03","2.562205","1.267567",,,
,,,"38.04","2.819697","1.267833","38.04","2.574921","1.2679",,,
,,,"38.05","2.829234","1.2682","38.05","2.579689","1.268233",,,
,,,"38.06","2.834002","1.268567","38.06","2.582868","1.268567",,,
,,,"38.07","2.834002","1.2689","38.07","2.590815","1.2689",,,
,,,"38.08","2.834002","1.2692","38.08","2.608299","1.269233",,,
,,,"38.09","2.84036","1.269533","38.09","2.616246","1.269533",,,
,,,"38.1","2.84036","1.269867","38.1","2.611478","1.269833",,,
,,,"38.11","2.837181","1.270233","38.11","2.613068","1.270167",,,
,,,"38.12","2.837181","1.270567","38.12","2.624194","1.270567",,,
,,,"38.13","2.845128","1.2709","38.13","2.624194","1.270867",,,
,,,"38.14","2.846718","1.271233","38.14","2.616246","1.2712",,,
,,,"38.15","2.845128","1.271567","38.15","2.621015","1.271567",,,
,,,"38.16","2.837181","1.2719","38.16","2.636909","1.271867",,,
,,,"38.17","2.837181","1.272233","38.17","2.644857","1.2722",,,
,,,"38.18","2.845128","1.2726","38.18","2.641678","1.272567",,,
,,,"38.19","2.853076","1.272933","38.19","2.632141","1.2729",,,
,,,"38.2","2.846718","1.273267","38.2","2.613068","1.273233",,,
,,,"38.21","2.827644","1.2736","38.21","2.600352","1.273567",,,
,,,"38.22","2.81175","1.273933","38.22","2.595584","1.2739",,,
,,,"38.23","2.81175","1.274267","38.23","2.595584","1.274267",,,
,,,"38.24","2.816518","1.2746","38.24","2.60512","1.2746",,,
,,,"38.25","2.819697","1.274933","38.25","2.608299","1.2749",,,
,,,"38.26","2.824466","1.275233","38.26","2.603531","1.275233",,,
,,,"38.27","2.837181","1.275567","38.27","2.60512","1.275567",,,
,,,"38.28","2.846718","1.2759","38.28","2.625783","1.275933",,,
,,,"38.29","2.845128","1.276233","38.29","2.636909","1.276267",,,
,,,"38.3","2.829234","1.276567","38.3","2.632141","1.276567",,,
,,,"38.31","2.816518","1.2769","38.31","2.624194","1.2769",,,
,,,"38.32","2.808571","1.277233","38.32","2.621015","1.277267",,,
,,,"38.33","2.808571","1.277567","38.33","2.616246","1.2776",,,
,,,"38.34","2.808571","1.2779","38.34","2.608299","1.277933",,,
,,,"38.35","2.800624","1.278233","38.35","2.603531","1.278233",,,
,,,"38.36","2.786319","1.278567","38.36","2.60512","1.278567",,,
,,,"38.37","2.770424","1.2789","38.37","2.603531","1.278867",,,
,,,"38.38","2.759298","1.279233","38.38","2.592405","1.279233",,,
,,,"38.39","2.754529","1.279567","38.39","2.582868","1.279567",,,
,,,"38.4","2.754529","1.2799","38.4","2.582868","1.2799",,,
,,,"38.41","2.765656","1.280233","38.41","2.587636","1.280233",,,
,,,"38.42","2.786319","1.280567","38.42","2.587636","1.280567",,,
,,,"38.43","2.803802","1.2809","38.43","2.582868","1.2809",,,
,,,"38.44","2.813339","1.281233","38.44","2.584457","1.281233",,,
,,,"38.45","2.813339","1.2816","38.45","2.595584","1.281567",,,
,,,"38.46","2.803802","1.281933","38.46","2.611478","1.2819",,,
,,,"38.47","2.786319","1.282267","38.47","2.617836","1.282233",,,
,,,"38.48","2.770424","1.282567","38.48","2.617836","1.282567",,,
,,,"38.49","2.765656","1.2829","38.49","2.613068","1.2829",,,
,,,"38.5","2.759298","1.283233","38.5","2.608299","1.283233",,,
,,,"38.51","2.746582","1.283567","38.51","2.611478","1.283567",,,
,,,"38.52","2.737045","1.2839","38.52","2.621015","1.2839",,,
,,,"38.53","2.732277","1.284267","38.53","2.625783","1.284233",,,
,,,"38.54","2.738635","1.2846","38.54","2.616246","1.284567",,,
,,,"38.55","2.754529","1.284933","38.55","2.60512","1.2849",,,
,,,"38.56","2.757708","1.285267","38.56","2.611478","1.285233",,,
,,,"38.57","2.75294","1.2856","38.57","2.621015","1.285567",,,
,,,"38.58","2.749761","1.285933","38.58","2.616246","1.2859",,,
,,,"38.59","2.75294","1.286267","38.59","2.595584","1.286233",,,
,,,"38.6","2.75294","1.2866","38.6","2.584457","1.2866",,,
,,,"38.61","2.749761","1.2869","38.61","2.587636","1.286933",,,
,,,"38.62","2.746582","1.287233","38.62","2.582868","1.287267",,,
,,,"38.63","2.741814","1.2876","38.63","2.571742","1.2876",,,
,,,"38.64","2.732277","1.2879","38.64","2.571742","1.287933",,,
,,,"38.65","2.719561","1.288233","38.65","2.582868","1.288267",,,
,,,"38.66","2.708435","1.288567","38.66","2.590815","1.2886",,,
,,,"38.67","2.700488","1.2889","38.67","2.595584","1.288933",,,
,,,"38.68","2.698898","1.289233","38.68","2.603531","1.289267",,,
,,,"38.69","2.711614","1.289567","38.69","2.60512","1.2896",,,
,,,"38.7","2.733866","1.2899","38.7","2.597173","1.289933",,,
,,,"38.71","2.75294","1.290233","38.71","2.592405","1.290233",,,
,,,"38.72","2.754529","1.290567","38.72","2.600352","1.290567",,,
,,,"38.73","2.741814","1.2909","38.73","2.611478","1.2909",,,
,,,"38.74","2.732277","1.291233","38.74","2.611478","1.291267",,,
,,,"38.75","2.725919","1.291567","38.75","2.600352","1.291567",,,
,,,"38.76","2.721151","1.2919","38.76","2.592405","1.2919",,,
,,,"38.77","2.716382","1.292233","38.77","2.592405","1.2922",,,
,,,"38.78","2.713203","1.2926","38.78","2.597173","1.292567",,,
,,,"38.79","2.713203","1.292933","38.79","2.60512","1.2929",,,
,,,"38.8","2.708435","1.293267","38.8","2.617836","1.293233",,,
,,,"38.81","2.708435","1.2936","38.81","2.625783","1.293567",,,
,,,"38.82","2.711614","1.293933","38.82","2.621015","1.2939",,,
,,,"38.83","2.705256","1.294267","38.83","2.60512","1.294267",,,
,,,"38.84","2.695719","1.294567","38.84","2.60512","1.2946",,,
,,,"38.85","2.695719","1.2949","38.85","2.617836","1.294933",,,
,,,"38.86","2.698898","1.295233","38.86","2.625783","1.295233",,,
,,,"38.87","2.698898","1.295567","38.87","2.625783","1.295567",,,
,,,"38.88","2.690951","1.295933","38.88","2.621015","1.2959",,,
,,,"38.89","2.679825","1.296267","38.89","2.617836","1.296233",,,
,,,"38.9","2.667109","1.296567","38.9","2.624194","1.296567",,,
,,,"38.91","2.654393","1.2969","38.91","2.625783","1.2969",,,
,,,"38.92","2.649625","1.297233","38.92","2.621015","1.297233",,,
,,,"38.93","2.646446","1.297567","38.93","2.617836","1.297567",,,
,,,"38.94","2.654393","1.2979","38.94","2.616246","1.2979",,,
,,,"38.95","2.670288","1.298233","38.95","2.611478","1.298233",,,
,,,"38.96","2.686183","1.298533","38.96","2.608299","1.298567",,,
,,,"38.97","2.686183","1.298867","38.97","2.611478","1.298867",,,
,,,"38.98","2.679825","1.299233","38.98","2.621015","1.2992",,,
,,,"38.99","2.678235","1.2996","38.99","2.632141","1.299567",,,
,,,"39","2.671878","1.299933","39","2.638499","1.2999",,,
,,,"39.01","2.659162","1.300267","39.01","2.641678","1.300233",,,
,,,"39.02","2.646446","1.3006","39.02","2.638499","1.300567",,,
,,,"39.03","2.641678","1.300933","39.03","2.625783","1.300933",,,
,,,"39.04","2.636909","1.3013","39.04","2.597173","1.301267",,,
,,,"39.05","2.636909","1.3016","39.05","2.566973","1.301633",,,
,,,"39.06","2.641678","1.301933","39.06","2.559026","1.301967",,,
,,,"39.07","2.644857","1.302267","39.07","2.571742","1.302267",,,
,,,"39.08","2.636909","1.3026","39.08","2.592405","1.302567",,,
,,,"39.09","2.625783","1.302933","39.09","2.616246","1.302933",,,
,,,"39.1","2.628962","1.303233","39.1","2.628962","1.303267",,,
,,,"39.11","2.636909","1.303567","39.11","2.628962","1.303633",,,
,,,"39.12","2.644857","1.3039","39.12","2.624194","1.303933",,,
,,,"39.13","2.654393","1.304233","39.13","2.624194","1.304267",,,
,,,"39.14","2.675056","1.3046","39.14","2.628962","1.3046",,,
,,,"39.15","2.69254","1.3049","39.15","2.625783","1.3049",,,
,,,"39.16","2.686183","1.305233","39.16","2.616246","1.305233",,,
,,,"39.17","2.659162","1.305567","39.17","2.603531","1.3056",,,
,,,"39.18","2.641678","1.3059","39.18","2.597173","1.305933",,,
,,,"39.19","2.638499","1.306233","39.19","2.603531","1.306233",,,
,,,"39.2","2.638499","1.306567","39.2","2.613068","1.306567",,,
,,,"39.21","2.646446","1.306933","39.21","2.624194","1.3069",,,
,,,"39.22","2.659162","1.307267","39.22","2.624194","1.307233",,,
,,,"39.23","2.667109","1.307533","39.23","2.60512","1.307567",,,
,,,"39.24","2.66552","1.3079","39.24","2.582868","1.3079",,,
,,,"39.25","2.659162","1.308233","39.25","2.579689","1.308233",,,
,,,"39.26","2.662341","1.308567","39.26","2.600352","1.308567",,,
,,,"39.27","2.659162","1.3089","39.27","2.617836","1.3089",,,
,,,"39.28","2.641678","1.309233","39.28","2.628962","1.309233",,,
,,,"39.29","2.624194","1.309567","39.29","2.632141","1.309567",,,
,,,"39.3","2.628962","1.309933","39.3","2.624194","1.3099",,,
,,,"39.31","2.646446","1.310267","39.31","2.608299","1.310233",,,
,,,"39.32","2.662341","1.310567","39.32","2.595584","1.310567",,,
,,,"39.33","2.657573","1.310867","39.33","2.592405","1.3109",,,
,,,"39.34","2.646446","1.3112","39.34","2.592405","1.311233",,,
,,,"39.35","2.646446","1.311567","39.35","2.595584","1.3116",,,
,,,"39.36","2.662341","1.311933","39.36","2.592405","1.311933",,,
,,,"39.37","2.679825","1.312267","39.37","2.592405","1.312267",,,
,,,"39.38","2.683004","1.3126","39.38","2.592405","1.312567",,,
,,,"39.39","2.659162","1.312933","39.39","2.592405","1.312867",,,
,,,"39.4","2.624194","1.313233","39.4","2.592405","1.3132",,,
,,,"39.41","2.595584","1.313567","39.41","2.592405","1.313567",,,
,,,"39.42","2.587636","1.3139","39.42","2.595584","1.3139",,,
,,,"39.43","2.592405","1.314233","39.43","2.600352","1.314233",,,
,,,"39.44","2.611478","1.314567","39.44","2.600352","1.314567",,,
,,,"39.45","2.628962","1.3149","39.45","2.597173","1.3149",,,
,,,"39.46","2.636909","1.315233","39.46","2.600352","1.315233",,,
,,,"39.47","2.632141","1.315567","39.47","2.60512","1.3156",,,
,,,"39.48","2.621015","1.3159","39.48","2.60512","1.315933",,,
,,,"39.49","2.621015","1.316233","39.49","2.60512","1.316267",,,
,,,"39.5","2.625783","1.316567","39.5","2.611478","1.3166",,,
,,,"39.51","2.624194","1.316867","39.51","2.608299","1.316933",,,
,,,"39.52","2.608299","1.317167","39.52","2.603531","1.317233",,,
,,,"39.53","2.600352","1.317533","39.53","2.60512","1.317567",,,
,,,"39.54","2.603531","1.317867","39.54","2.617836","1.3179",,,
,,,"39.55","2.616246","1.3182","39.55","2.632141","1.318233",,,
,,,"39.56","2.621015","1.318533","39.56","2.633731","1.318567",,,
,,,"39.57","2.616246","1.3189","39.57","2.628962","1.3189",,,
,,,"39.58","2.600352","1.319233","39.58","2.624194","1.319233",,,
,,,"39.59","2.592405","1.319567","39.59","2.621015","1.319533",,,
,,,"39.6","2.600352","1.3199","39.6","2.616246","1.3199",,,
,,,"39.61","2.616246","1.320267","39.61","2.608299","1.320233",,,
,,,"39.62","2.632141","1.3206","39.62","2.60512","1.320533",,,
,,,"39.63","2.633731","1.3209","39.63","2.608299","1.320867",,,
,,,"39.64","2.621015","1.321233","39.64","2.616246","1.3212",,,
,,,"39.65","2.600352","1.321567","39.65","2.625783","1.321567",,,
,,,"39.66","2.584457","1.3219","39.66","2.636909","1.3219",,,
,,,"39.67","2.574921","1.322233","39.67","2.636909","1.322233",,,
,,,"39.68","2.574921","1.322567","39.68","2.624194","1.322567",,,
,,,"39.69","2.582868","1.3229","39.69","2.608299","1.3229",,,
,,,"39.7","2.595584","1.323233","39.7","2.611478","1.323233",,,
,,,"39.71","2.603531","1.323567","39.71","2.625783","1.323533",,,
,,,"39.72","2.608299","1.3239","39.72","2.625783","1.323867",,,
,,,"39.73","2.608299","1.324233","39.73","2.611478","1.3242",,,
,,,"39.74","2.611478","1.324533","39.74","2.595584","1.324533",,,
,,,"39.75","2.617836","1.324867","39.75","2.592405","1.3249",,,
,,,"39.76","2.625783","1.3252","39.76","2.592405","1.325233",,,
,,,"39.77","2.632141","1.325567","39.77","2.595584","1.325533",,,
,,,"39.78","2.625783","1.325933","39.78","2.600352","1.325867",,,
,,,"39.79","2.617836","1.326267","39.79","2.60512","1.3262",,,
,,,"39.8","2.613068","1.3266","39.8","2.608299","1.326567",,,
,,,"39.81","2.608299","1.3269","39.81","2.608299","1.3269",,,
,,,"39.82","2.597173","1.327233","39.82","2.60512","1.327233",,,
,,,"39.83","2.590815","1.327567","39.83","2.600352","1.327567",,,
,,,"39.84","2.587636","1.3279","39.84","2.592405","1.3279",,,
,,,"39.85","2.590815","1.328233","39.85","2.592405","1.328233",,,
,,,"39.86","2.592405","1.328567","39.86","2.613068","1.328567",,,
,,,"39.87","2.592405","1.3289","39.87","2.638499","1.3289",,,
,,,"39.88","2.597173","1.329267","39.88","2.646446","1.329267",,,
,,,"39.89","2.608299","1.3296","39.89","2.638499","1.3296",,,
,,,"39.9","2.617836","1.329933","39.9","2.632141","1.3299",,,
,,,"39.91","2.621015","1.3303","39.91","2.628962","1.330233",,,
,,,"39.92","2.613068","1.330633","39.92","2.621015","1.330567",,,
,,,"39.93","2.595584","1.330933","39.93","2.613068","1.330933",,,
,,,"39.94","2.579689","1.331233","39.94","2.611478","1.331267",,,
,,,"39.95","2.571742","1.331567","39.95","2.613068","1.331567",,,
,,,"39.96","2.582868","1.3319","39.96","2.613068","1.3319",,,
,,,"39.97","2.595584","1.332267","39.97","2.608299","1.332267",,,
,,,"39.98","2.592405","1.3326","39.98","2.603531","1.3326",,,
,,,"39.99","2.574921","1.332933","39.99","2.600352","1.332967",,,
,,,"40","2.563794","1.333267","40","2.608299","1.333267",,,
,,,"40.01","2.563794","1.333567","40.01","2.616246","1.3336",,,
,,,"40.02","2.563794","1.3339","40.02","2.624194","1.3339",,,
,,,"40.03","2.562205","1.334233","40.03","2.628962","1.334233",,,
,,,"40.04","2.566973","1.334567","40.04","2.625783","1.334567",,,
,,,"40.05","2.582868","1.3349","40.05","2.608299","1.3349",,,
,,,"40.06","2.603531","1.335267","40.06","2.595584","1.335233",,,
,,,"40.07","2.608299","1.3356","40.07","2.600352","1.335567",,,
,,,"40.08","2.60512","1.3359","40.08","2.608299","1.335933",,,
,,,"40.09","2.595584","1.336267","40.09","2.613068","1.336267",,,
,,,"40.1","2.582868","1.336633","40.1","2.608299","1.3366",,,
,,,"40.11","2.566973","1.336933","40.11","2.603531","1.3369",,,
,,,"40.12","2.559026","1.337267","40.12","2.60512","1.337233",,,
,,,"40.13","2.563794","1.337567","40.13","2.608299","1.337533",,,
,,,"40.14","2.566973","1.3379","40.14","2.613068","1.337867",,,
,,,"40.15","2.563794","1.3382","40.15","2.621015","1.338233",,,
,,,"40.16","2.571742","1.338567","40.16","2.617836","1.338567",,,
,,,"40.17","2.587636","1.338933","40.17","2.603531","1.3389",,,
,,,"40.18","2.60512","1.339267","40.18","2.595584","1.339233",,,
,,,"40.19","2.617836","1.3396","40.19","2.603531","1.339567",,,
,,,"40.2","2.617836","1.339933","40.2","2.613068","1.3399",,,
,,,"40.21","2.613068","1.340233","40.21","2.613068","1.340267",,,
,,,"40.22","2.60512","1.340533","40.22","2.608299","1.3406",,,
,,,"40.23","2.60512","1.3409","40.23","2.608299","1.340933",,,
,,,"40.24","2.603531","1.341233","40.24","2.613068","1.341233",,,
,,,"40.25","2.595584","1.341567","40.25","2.608299","1.341567",,,
,,,"40.26","2.590815","1.341933","40.26","2.595584","1.3419",,,
,,,"40.27","2.592405","1.342267","40.27","2.595584","1.342233",,,
,,,"40.28","2.595584","1.3426","40.28","2.608299","1.342567",,,
,,,"40.29","2.590815","1.342933","40.29","2.616246","1.342933",,,
,,,"40.3","2.587636","1.343233","40.3","2.616246","1.3433",,,
,,,"40.31","2.597173","1.343567","40.31","2.621015","1.3436",,,
,,,"40.32","2.613068","1.3439","40.32","2.636909","1.343933",,,
,,,"40.33","2.624194","1.344233","40.33","2.646446","1.344267",,,
,,,"40.34","2.624194","1.344567","40.34","2.654393","1.3446",,,
,,,"40.35","2.616246","1.3449","40.35","2.662341","1.344967",,,
,,,"40.36","2.613068","1.345233","40.36","2.662341","1.345233",,,
,,,"40.37","2.611478","1.345567","40.37","2.638499","1.345533",,,
,,,"40.38","2.608299","1.345933","40.38","2.611478","1.3459",,,
,,,"40.39","2.603531","1.346267","40.39","2.595584","1.346267",,,
,,,"40.4","2.595584","1.3466","40.4","2.60512","1.3466",,,
,,,"40.41","2.587636","1.346933","40.41","2.624194","1.3469",,,
,,,"40.42","2.578099","1.347233","40.42","2.638499","1.347233",,,
,,,"40.43","2.566973","1.347567","40.43","2.641678","1.347567",,,
,,,"40.44","2.562205","1.347733","40.44","2.636909","1.3479",,,
,,,"40.45","2.566973","1.347833","40.45","2.632141","1.348233",,,
,,,,,,"40.46","2.632141","1.348533",,,
,,,,,,"40.47","2.636909","1.348867",,,
,,,,,,"40.48","2.638499","1.349233",,,
,,,,,,"40.49","2.641678","1.349567",,,
,,,,,,"40.5","2.644857","1.3499",,,
,,,,,,"40.51","2.651215","1.350233",,,
,,,,,,"40.52","2.657573","1.350567",,,
,,,,,,"40.53","2.646446","1.3509",,,
,,,,,,"40.54","2.628962","1.351233",,,
,,,,,,"40.55","2.624194","1.351533",,,
,,,,,,"40.56","2.628962","1.351867",,,
,,,,,,"40.57","2.636909","1.352233",,,
,,,,,,"40.58","2.638499","1.3526",,,
,,,,,,"40.59","2.638499","1.3529",,,
,,,,,,"40.6","2.649625","1.3532",,,
,,,,,,"40.61","2.654393","1.353533",,,
,,,,,,"40.62","2.638499","1.353833",,,
,,,,,,"40.63","2.621015","1.3542",,,
,,,,,,"40.64","2.613068","1.354533",,,
,,,,,,"40.65","2.617836","1.3549",,,
,,,,,,"40.66","2.624194","1.355233",,,
,,,,,,"40.67","2.625783","1.355533",,,
,,,,,,"40.68","2.624194","1.3559",,,
,,,,,,"40.69","2.616246","1.356267",,,
,,,,,,"40.7","2.613068","1.3566",,,
,,,,,,"40.71","2.624194","1.356933",,,
,,,,,,"40.72","2.638499","1.357267",,,
,,,,,,"40.73","2.641678","1.357567",,,
,,,,,,"40.74","2.633731","1.3579",,,
,,,,,,"40.75","2.621015","1.3582",,,
,,,,,,"40.76","2.616246","1.358567",,,
,,,,,,"40.77","2.617836","1.358933",,,
,,,,,,"40.78","2.628962","1.359267",,,
,,,,,,"40.79","2.641678","1.359567",,,
,,,,,,"40.8","2.649625","1.359933",,,
,,,,,,"40.81","2.646446","1.360267",,,
,,,,,,"40.82","2.636909","1.360567",,,
,,,,,,"40.83","2.628962","1.3609",,,
,,,,,,"40.84","2.633731","1.361267",,,
,,,,,,"40.85","2.641678","1.361567",,,
,,,,,,"40.86","2.638499","1.3619",,,
,,,,,,"40.87","2.625783","1.362267",,,
,,,,,,"40.88","2.616246","1.362567",,,
,,,,,,"40.89","2.608299","1.362867",,,
,,,,,,"40.9","2.603531","1.363233",,,
,,,,,,"40.91","2.597173","1.363567",,,
,,,,,,"40.92","2.592405","1.3639",,,
,,,,,,"40.93","2.587636","1.364233",,,
,,,,,,"40.94","2.584457","1.364567",,,
,,,,,,"40.95","2.590815","1.364867",,,
,,,,,,"40.96","2.595584","1.365233",,,
,,,,,,"40.97","2.595584","1.365567",,,
,,,,,,"40.98","2.592405","1.3659",,,
,,,,,,"40.99","2.592405","1.366233",,,
,,,,,,"41","2.595584","1.366567",,,
,,,,,,"41.01","2.600352","1.3669",,,
,,,,,,"41.02","2.603531","1.367233",,,
,,,,,,"41.03","2.611478","1.367533",,,
,,,,,,"41.04","2.632141","1.3679",,,
,,,,,,"41.05","2.651215","1.368233",,,
,,,,,,"41.06","2.657573","1.368567",,,
,,,,,,"41.07","2.654393","1.3689",,,
,,,,,,"41.08","2.649625","1.369233",,,
,,,,,,"41.09","2.638499","1.3696",,,
,,,,,,"41.1","2.617836","1.369933",,,
,,,,,,"41.11","2.60512","1.370267",,,
,,,,,,"41.12","2.60512","1.370567",,,
,,,,,,"41.13","2.608299","1.3709",,,
,,,,,,"41.14","2.600352","1.371233",,,
,,,,,,"41.15","2.592405","1.371567",,,
,,,,,,"41.16","2.592405","1.3719",,,
,,,,,,"41.17","2.592405","1.372267",,,
,,,,,,"41.18","2.582868","1.3726",,,
,,,,,,"41.19","2.574921","1.372933",,,
,,,,,,"41.2","2.579689","1.373233",,,
,,,,,,"41.21","2.587636","1.373567",,,
,,,,,,"41.22","2.587636","1.3739",,,
,,,,,,"41.23","2.587636","1.374233",,,
,,,,,,"41.24","2.600352","1.374567",,,
,,,,,,"41.25","2.617836","1.3749",,,
,,,,,,"41.26","2.624194","1.375233",,,
,,,,,,"41.27","2.617836","1.3756",,,
,,,,,,"41.28","2.621015","1.3759",,,
,,,,,,"41.29","2.633731","1.376233",,,
,,,,,,"41.3","2.649625","1.376567",,,
,,,,,,"41.31","2.657573","1.3769",,,
,,,,,,"41.32","2.659162","1.377233",,,
,,,,,,"41.33","2.659162","1.3776",,,
,,,,,,"41.34","2.657573","1.377933",,,
,,,,,,"41.35","2.654393","1.378267",,,
,,,,,,"41.36","2.654393","1.378567",,,
,,,,,,"41.37","2.654393","1.3789",,,
,,,,,,"41.38","2.654393","1.379233",,,
,,,,,,"41.39","2.651215","1.379567",,,
,,,,,,"41.4","2.641678","1.3799",,,
,,,,,,"41.41","2.628962","1.380267",,,
,,,,,,"41.42","2.616246","1.3806",,,
,,,,,,"41.43","2.60512","1.3809",,,
,,,,,,"41.44","2.600352","1.381233",,,
,,,,,,"41.45","2.60512","1.381533",,,
,,,,,,"41.46","2.613068","1.381867",,,
,,,,,,"41.47","2.617836","1.3822",,,
,,,,,,"41.48","2.624194","1.382567",,,
,,,,,,"41.49","2.633731","1.3829",,,
,,,,,,"41.5","2.644857","1.383233",,,
,,,,,,"41.51","2.641678","1.3836",,,
,,,,,,"41.52","2.632141","1.383933",,,
,,,,,,"41.53","2.633731","1.3843",,,
,,,,,,"41.54","2.638499","1.3846",,,
,,,,,,"41.55","2.636909","1.384933",,,
,,,,,,"41.56","2.621015","1.385267",,,
,,,,,,"41.57","2.608299","1.385567",,,
,,,,,,"41.58","2.611478","1.3859",,,
,,,,,,"41.59","2.621015","1.386267",,,
,,,,,,"41.6","2.628962","1.3866",,,
,,,,,,"41.61","2.624194","1.386933",,,
,,,,,,"41.62","2.624194","1.387267",,,
,,,,,,"41.63","2.628962","1.3876",,,
,,,,,,"41.64","2.632141","1.387967",,,
,,,,,,"41.65","2.624194","1.3883",,,
,,,,,,"41.66","2.616246","1.3886",,,
,,,,,,"41.67","2.613068","1.388867",,,
,,,,,,"41.68","2.616246","1.389233",,,
,,,,,,"41.69","2.621015","1.389567",,,
,,,,,,"41.7","2.628962","1.3899",,,
,,,,,,"41.71","2.628962","1.390233",,,
,,,,,,"41.72","2.625783","1.3906",,,
,,,,,,"41.73","2.632141","1.390933",,,
,,,,,,"41.74","2.638499","1.391267",,,
,,,,,,"41.75","2.644857","1.391567",,,
,,,,,,"41.76","2.641678","1.3919",,,
,,,,,,"41.77","2.628962","1.392233",,,
,,,,,,"41.78","2.621015","1.3926",,,
,,,,,,"41.79","2.617836","1.3929",,,
,,,,,,"41.8","2.621015","1.393233",,,
,,,,,,"41.81","2.621015","1.393533",,,
,,,,,,"41.82","2.621015","1.3939",,,
,,,,,,"41.83","2.616246","1.394233",,,
,,,,,,"41.84","2.608299","1.394567",,,
,,,,,,"41.85","2.603531","1.3949",,,
,,,,,,"41.86","2.597173","1.395233",,,
,,,,,,"41.87","2.595584","1.395533",,,
,,,,,,"41.88","2.592405","1.395867",,,
,,,,,,"41.89","2.600352","1.396233",,,
,,,,,,"41.9","2.608299","1.396567",,,
,,,,,,"41.91","2.603531","1.3969",,,
,,,,,,"41.92","2.587636","1.397233",,,
,,,,,,"41.93","2.584457","1.397567",,,
,,,,,,"41.94","2.608299","1.3979",,,
,,,,,,"41.95","2.638499","1.398233",,,
,,,,,,"41.96","2.649625","1.3986",,,
,,,,,,"41.97","2.636909","1.3989",,,
,,,,,,"41.98","2.621015","1.399233",,,
,,,,,,"41.99","2.613068","1.399567",,,
,,,,,,"42","2.613068","1.3999",,,
,,,,,,"42.01","2.621015","1.400233",,,
,,,,,,"42.02","2.624194","1.400567",,,
,,,,,,"42.03","2.613068","1.4009",,,
,,,,,,"42.04","2.60512","1.401233",,,
,,,,,,"42.05","2.60512","1.401567",,,
,,,,,,"42.06","2.603531","1.4019",,,
,,,,,,"42.07","2.592405","1.402233",,,
,,,,,,"42.08","2.584457","1.402567",,,
,,,,,,"42.09","2.584457","1.4029",,,
,,,,,,"42.1","2.597173","1.4032",,,
,,,,,,"42.11","2.613068","1.403533",,,
,,,,,,"42.12","2.624194","1.4039",,,
,,,,,,"42.13","2.624194","1.404233",,,
,,,,,,"42.14","2.621015","1.404567",,,
